date,water_level,temperature,precipitation,wind_speed
2007-12,70.41024487501745,3.917905905806452,124.4000011,14.48670429032258
2008-01,72.59277150537635,5.027784917096774,198.7999972,18.826652719354836
2008-02,72.34080575851353,4.5249972893103445,71.2000003,16.357132362068963
2008-03,70.35965613266661,4.298282431290322,101.30000084,18.25216869032258
2008-04,70.2812401135901,6.217305675333334,80.99999989999999,13.675007976666667
2008-05,68.37346986114244,12.061320209677419,43.4000001,12.531001570967742
2008-06,65.92396181189181,12.644944500000001,114.79999549,13.2565386
2008-07,61.77462247174868,15.078860451612904,130.5000001,12.42389351935484
2008-08,67.31462448796722,14.703793322580644,146.5999986,12.267266748387097
2008-09,74.81801542198542,12.097375266666667,97.99999904,11.847131933333333
2008-10,68.19684018642647,8.31300019032258,145.79999764,16.58187130967742
2008-11,69.43387134199135,5.582444567,67.29999699999999,14.691127230000001
2008-12,66.71785915670351,2.8167634838709676,75.09999710000001,11.982827396774194
2009-01,65.50390232097651,2.925298448387097,111.5999975,14.73841320967742
2009-02,67.20335442033165,3.299160873214286,22.800000400000002,11.473476860714285
2009-03,66.45990608038913,5.549424806451613,64.0000016,15.892867487096774
2009-04,65.28653693149444,8.686541666666667,53.3000018,12.844093046666668
2009-05,62.03416266520218,10.337664341935483,94.50000155,16.51502601612903
2009-06,57.71782915565915,13.302514263333334,63.9,10.751299770000001
2009-07,63.161129923302504,14.722207112903225,189.0999986,12.499362441935483
2009-08,63.37391737035366,14.74156193548387,119.40000315,15.343081161290323
2009-09,61.372317599715096,12.515291966666666,46.2000022,14.167302703333332
2009-10,60.10844693022032,10.084639983870966,61.3000023,12.974752112903225
2009-11,64.5261133927184,6.81793077,232.3999955,17.464369280000003
2009-12,73.35851406120761,1.6934436727419355,75.9000009,11.304928238709678
2010-01,64.85428959150168,-0.5906289911612903,32.999999779999996,11.70834509032258
2010-02,67.07743678474303,1.3651577675,44.00000054,9.057428078571428
2010-03,76.7771250849509,4.639008097741935,75.3999993,12.190549629032258
2010-04,71.62127264309764,7.212861176666666,34.900001700000004,11.414577846666667
2010-05,65.25879207244368,9.305204432258064,38.39999994,10.194634893548386
2010-06,64.44663621452621,14.22793065,38.2000004,9.573365153333333
2010-07,59.66466064446306,14.829062225806453,99.400002,14.570032493548387
2010-08,60.863484478245766,13.386454387096773,74.60000059000001,11.689185212903226
2010-09,60.52755641284641,12.575847133333333,104.60000050000001,13.313509046666667
2010-10,61.754467869943674,9.126105074193548,85.7000009,14.157473441935485
2010-11,62.21202391867392,3.905083572666667,100.50000129,14.388383876666666
2010-12,62.48091583165938,-0.8947956832258065,29.60000024,8.197237716129033
2011-01,66.01592149651424,2.223080586451613,93.3000017,11.33565296451613
2011-02,71.3191013186918,5.101913839285714,129.0999974,14.993767257142858
2011-03,66.94805469226114,5.286118380645161,57.4999986,9.872480600000001
2011-04,67.29843534547152,10.022791663333333,32.80000034,12.809511236666667
2011-05,64.84325958819011,10.547005629032258,131.4000013,17.81756664516129
2011-06,63.53866026126651,12.2851531,98.1999989,11.11193669
2011-07,63.090171602053864,13.883430112903225,83.0000021,8.950722496774192
2011-08,66.20396249640619,13.441292967741937,105.19999885,10.9739914
2011-09,61.25403961538461,13.129666850000001,106.09999930000001,16.362910683333332
2011-10,61.291860844437025,11.001239180645161,69.6000012,16.804262638709677
2011-11,61.8836537095693,8.898972346666666,81.8999987,16.125058946666666
2011-12,62.403809755179985,4.345862987096774,129.50000375,19.10717245483871
2012-01,64.63157071960298,3.728793149032258,98.99999960000001,16.72872141935484
2012-02,64.5473336434613,3.9783019372413793,38.499998500000004,13.56908015862069
2012-03,63.427789815963614,7.647543077419355,17.8,11.013899141935484
2012-04,62.87788015837104,5.750847333333334,107.4000024,12.82584921
2012-05,68.1494335125448,9.941830712903228,87.6999983,11.112126077419354
2012-06,68.51254892964879,11.909041766666666,175.5999983,12.59548511
2012-07,71.19341305971193,13.755069951612903,121.49999924000001,11.109526296774193
2012-08,65.3885658505473,14.67281214516129,142.1000009,11.392629587096774
2012-09,66.97615657338577,11.4827223,119.70000153999999,15.60571467
2012-10,73.01481893882263,7.396131706451613,121.10000214,10.808879687096773
2012-11,71.4714460854097,5.567166873333333,122.60000453999999,13.861380800000001
2012-12,73.7068839524735,3.502784999677419,172.69999860000001,14.864475651612903
2013-01,74.90718960448943,3.0488200070967744,80.20000139999999,14.730883177419354
2013-02,75.47396709183673,2.076318521071429,45.69999844,12.57819240357143
2013-03,72.49197867038875,1.340956977032258,45.8999994,14.477743741935482
2013-04,70.64339578601954,5.671472307,50.7000008,16.055450976666666
2013-05,69.40886095060853,9.35634694516129,100.69999845,14.222293541935484
2013-06,67.47275719367234,12.881194766666665,45.40000024,11.065725846666668
2013-07,65.54061365618621,17.12119943548387,90.0999977,9.355382951612903
2013-08,64.37926134088872,15.038000241935485,91.5000017,12.150579625806452
2013-09,64.08650260127128,12.00800025,58.59999954,12.712763616666667
2013-10,63.91015425242057,11.074156077419355,136.09999998,16.997099000000002
2013-11,67.35729542124542,4.36813902928,46.100001150000004,12.267609113333332
2013-12,70.02285811218353,5.874156014516129,187.2000016,20.588432241935486
2014-01,76.97879147491503,4.564276996774193,164.79999850000002,16.56809947419355
2014-02,78.79062604836807,4.798937539285714,174.9999994,20.446433192857143
2014-03,75.21577636571999,5.964612977419355,79.89999974999999,16.16423506451613
2014-04,69.59527141740885,8.838902880000001,76.90000058,12.880576833333333
2014-05,68.90255921344986,10.802583674193547,97.89999769,12.06261455483871
2014-06,67.24170220672029,14.034527966666667,61.999998399999996,8.590453196666665
2014-07,65.22757150688233,15.929263870967743,81.5000005,10.47657650967742
2014-08,67.98418435334736,13.101843919354838,146.19999995,13.9392575
2014-09,67.0681891509288,13.8480001,12.00000004,8.06405064
2014-10,67.22950192236203,10.875836354838711,128.40000254999998,16.916628983870968
2014-11,70.10863959715465,7.711958383333333,74.9999969,12.414178766666668
2014-12,71.95923662682956,4.076575408387097,113.50000414,16.0595348
2015-01,74.56749237408036,3.440352311064516,134.79999935,19.685304087096775
2015-02,74.55551727453262,2.9897856842857142,63.5999997,13.696552935714285
2015-03,73.98879373691184,4.730204316129032,102.40000114,16.716196332258065
2015-04,74.2986818537073,7.249111163333334,49.4000011,11.59424571
2015-05,67.79680460151803,8.70607805483871,122.40000064,16.194793451612902
2015-06,70.78609953159042,12.317305883333335,60.09999938,12.93346385
2015-07,69.47512204303972,13.763739241935482,123.19999774,12.612960977419354
2015-08,63.80872448658015,14.431145419354838,93.4999968,12.5188827
2015-09,61.68897719943241,11.328139083333333,36.799999,9.87052638
2015-10,66.95931172159725,9.806817248387098,55.6000002,10.498915041935485
